arg_id,argument,topic,stance,sents,sents_with_scores,gt-kps,gt-cand-kps,aspects
arg_2_145,It is unnatural for people to be celibate and particularly those who then go on to be involved in other people's marriages and children such as priests will have absolutely no idea of the subject matter.,The vow of celibacy should be abandoned,1,[],[],['Celibacy is unhealthy/unnatural'],[[]],"['matter', 'celibate', 'unnatural']"
arg_2_146,it is unnatural to be celibate & it should be abandoned,The vow of celibacy should be abandoned,1,[],[],['Celibacy is unhealthy/unnatural'],[[]],"['celibate', 'unnatural']"
arg_2_147,"it needs to be brought up to the current time and be abandoned, they have the same desires as everyone else",The vow of celibacy should be abandoned,1,[],[],['Celibacy is outdated'],[[]],"['abandoned', 'desires']"
arg_2_148,it should be abandoned because they have the same desires as every human has,The vow of celibacy should be abandoned,1,[],[],['Celibacy is unhealthy/unnatural'],[[]],"['abandoned', 'desires']"
arg_2_149,members of the church should not be expected to uphold an ancient vow such as that of celibacy. sex happens all the time.,The vow of celibacy should be abandoned,1,"['members of the church should not be expected to uphold an ancient vow such as that of celibacy.', 'sex happens all the time.']","[('members of the church should not be expected to uphold an ancient vow such as that of celibacy.', 0.7986404895782471), ('sex happens all the time.', 0.5078516602516174)]",['Celibacy is outdated'],['members of the church should not be expected to uphold an ancient vow such as that of celibacy.'],['ancient vow']
arg_2_150,more men and women would be willing to become priests or pastors.,The vow of celibacy should be abandoned,1,['more men and women would be willing to become priests or pastors.'],"[('more men and women would be willing to become priests or pastors.', 0.7622049450874329)]",['Celibacy reduces the pool of people wanting to become priests'],['more men and women would be willing to become priests or pastors.'],"['pastors', 'priests']"
arg_2_151,normal men and women need the ability to respond to their sexual needs.,The vow of celibacy should be abandoned,1,['normal men and women need the ability to respond to their sexual needs.'],"[('normal men and women need the ability to respond to their sexual needs.', 0.8458680510520935)]",['Celibacy is unhealthy/unnatural'],['normal men and women need the ability to respond to their sexual needs.'],['sexual needs']
arg_2_152,people's feelings can change. it is unfair to hold someone's future self to a vow that they made not knowing who they would be in the future.,The vow of celibacy should be abandoned,1,"[""people's feelings can change.""]","[(""people's feelings can change."", 0.5973178744316101)]",['Celibacy is too pressuring/diffcult'],"[""people's feelings can change.""]","['future', ""'s"", 'feelings can change']"
arg_2_153,priests also have the right to have a family,The vow of celibacy should be abandoned,1,['priests also have the right to have a family'],"[('priests also have the right to have a family', 0.7593798637390137)]",[],[],['right to have']
arg_2_154,priests are human as well and have needs which can lower the rate of sexual abuse in the church,The vow of celibacy should be abandoned,1,['priests are human as well and have needs which can lower the rate of sexual abuse in the church'],"[('priests are human as well and have needs which can lower the rate of sexual abuse in the church', 0.8443207144737244)]",['Celibacy leads to wrong sexual behaviour'],['priests are human as well and have needs which can lower the rate of sexual abuse in the church'],"['sexual abuse', 'human', 'rate']"
arg_2_155,priests are human beings who also have human needs,The vow of celibacy should be abandoned,1,['priests are human beings who also have human needs'],"[('priests are human beings who also have human needs', 0.6528690457344055)]",[],[],['human']
arg_2_156,priests should have a right to get married and have children to have somebody to take care of them when they are getting older,The vow of celibacy should be abandoned,1,['priests should have a right to get married and have children to have somebody to take care of them when they are getting older'],"[('priests should have a right to get married and have children to have somebody to take care of them when they are getting older', 0.833808183670044)]",[],[],['right to get married']
arg_2_157,"sex is a very important part of life, if someone is celibate this makes it very difficult to not only find someone to have a long term relationship but also to maintain a happy & healthy relationship",The vow of celibacy should be abandoned,1,"['sex is a very important part of life, if someone is celibate this makes it very difficult to not only find someone to have a long term relationship but also to maintain a happy & healthy relationship']","[('sex is a very important part of life, if someone is celibate this makes it very difficult to not only find someone to have a long term relationship but also to maintain a happy & healthy relationship', 0.8747357726097107)]",['Celibacy is too pressuring/diffcult'],"['sex is a very important part of life, if someone is celibate this makes it very difficult to not only find someone to have a long term relationship but also to maintain a happy & healthy relationship']",['happy & healthy']
arg_2_158,someone can dedicate their life to god and their religion and still have a partner and have sex. there is no general benefit in being celibate.,The vow of celibacy should be abandoned,1,[],[],[],[],"['benefit', 'dedicate', 'religion', 'god', 'general']"
arg_2_159,the catholic church is suffering and churches closing due to the lack of priests. many men choose to leave the priesthood because they want to marry. ending the vow of celibacy would help end this problem,The vow of celibacy should be abandoned,1,"['the catholic church is suffering and churches closing due to the lack of priests.', 'many men choose to leave the priesthood because they want to marry.', 'ending the vow of celibacy would help end this problem']","[('the catholic church is suffering and churches closing due to the lack of priests.', 0.8256471753120422), ('many men choose to leave the priesthood because they want to marry.', 0.6411902904510498), ('ending the vow of celibacy would help end this problem', 0.6945868134498596)]",['Celibacy reduces the pool of people wanting to become priests'],['the catholic church is suffering and churches closing due to the lack of priests.'],"['vow', 'celibacy', 'churches closing', 'lack of priests', 'suffering', 'catholic church']"
arg_2_160,"the psychological consequences of celibacy are evident after several cases of pedophilia, i do not think the church should persist in this",The vow of celibacy should be abandoned,1,"['the psychological consequences of celibacy are evident after several cases of pedophilia, i do not think the church should persist in this']","[('the psychological consequences of celibacy are evident after several cases of pedophilia, i do not think the church should persist in this', 0.7478670477867126)]",['Celibacy leads to wrong sexual behaviour'],"['the psychological consequences of celibacy are evident after several cases of pedophilia, i do not think the church should persist in this']",['psychological consequences']
